order_id,product_id,customer_id,category,supplier,region,channel,return_flag,return_risk_score
95,4104,1727,school products,kishan,South,SEO,0,0.105441025
96,8215,173,Beauty,kishan,East,SEO,1,0.121177311
97,3454,973,furniture,will,North,Social Media,0,0.180681549
98,9996,1031,Toys,will,East,SEO,0,0.175125141
99,3731,1179,school products,will,West,SEO,0,0.165078746
100,9154,1546,Clothing,kishan,West,Social Media,0,0.307705045
101,6056,546,school products,jack,North,Paid Ads,0,0.136112955
102,9110,548,Clothing,will,West,Social Media,1,0.437082737
103,4840,1945,Clothing,will,North,Paid Ads,1,0.547270125
104,2028,518,furniture,will,South,Paid Ads,0,0.214442771
105,8385,1944,furniture,kishan,West,Paid Ads,0,0.130470318
106,1502,914,school products,jack,South,Social Media,0,0.095347919
107,7910,215,Toys,jack,East,Social Media,1,0.098019185
108,7938,134,school products,will,West,Email,1,0.150079582
109,5488,285,Beauty,kishan,East,Paid Ads,0,0.158363707
110,1206,1150,Clothing,jack,East,Social Media,0,0.261487591
111,6134,1945,Clothing,kishan,North,Email,1,0.311707148
112,6977,1463,furniture,jack,East,Paid Ads,0,0.106768069
113,8721,1873,Toys,will,North,Social Media,0,0.2142903
114,8035,686,furniture,kishan,North,Social Media,1,0.112087138
115,2484,1176,Beauty,will,North,Social Media,1,0.236314429
116,8858,331,school products,jack,North,SEO,0,0.103508822
117,1863,1562,school products,jack,North,Email,1,0.093477607
118,3790,1407,Toys,will,South,Social Media,1,0.198834763
119,8408,1139,furniture,jack,North,SEO,0,0.100857045
120,9755,894,furniture,will,West,Email,0,0.146429591
121,6116,1506,Beauty,will,North,Email,0,0.215987213
122,7019,1308,school products,will,South,SEO,1,0.170750341
123,2757,899,furniture,jack,West,Email,0,0.080488111
124,8574,1099,Toys,kishan,West,SEO,0,0.119707773
125,7374,1190,school products,will,South,Paid Ads,0,0.219352428
126,7892,1213,Beauty,kishan,West,Social Media,1,0.134030009
127,2678,78,Toys,jack,South,SEO,0,0.112087416
128,4242,947,Clothing,jack,East,Email,0,0.239674606
129,5636,1626,Beauty,kishan,East,Email,0,0.10964323
130,2059,688,Toys,will,North,Paid Ads,0,0.270609569
131,7668,21,furniture,jack,North,Paid Ads,0,0.132749583
132,4157,566,Clothing,will,North,Paid Ads,0,0.547270125
133,6915,1208,Beauty,will,North,Paid Ads,0,0.296239627
134,3693,1895,furniture,kishan,South,Paid Ads,0,0.13514534
135,4627,1246,Clothing,jack,East,Social Media,0,0.261487591
136,6450,827,school products,kishan,South,SEO,0,0.105441025
137,2663,1352,furniture,jack,West,Paid Ads,1,0.117969907
138,6592,179,Toys,kishan,West,Paid Ads,0,0.156523523
139,8392,1812,Beauty,jack,West,Social Media,0,0.121236096
140,2306,1136,Clothing,jack,West,SEO,0,0.28312534
141,7776,1760,furniture,jack,West,Paid Ads,0,0.117969907
142,6864,1750,school products,will,East,SEO,0,0.150165249
143,8526,1083,Beauty,will,South,SEO,0,0.219174884
144,9901,1351,Beauty,kishan,West,Social Media,0,0.134030009
145,6575,905,furniture,kishan,North,Social Media,0,0.112087138
146,6530,1645,school products,jack,East,Paid Ads,0,0.109556324
147,5413,1921,Clothing,jack,North,Email,1,0.287585403
148,4748,669,furniture,will,East,Social Media,0,0.146907997
149,1663,191,Clothing,will,East,SEO,1,0.408890973
150,2998,1224,Beauty,will,North,SEO,1,0.235746239
151,8994,1336,Clothing,kishan,North,Paid Ads,0,0.408972798
152,2495,708,school products,will,West,Paid Ads,1,0.212480128
153,4304,1059,Toys,kishan,North,Paid Ads,1,0.175174049
154,4763,379,school products,will,South,SEO,0,0.170750341
155,6232,387,Clothing,will,East,Social Media,0,0.409652787
156,2853,1782,furniture,jack,East,Email,0,0.072552601
157,7585,237,Beauty,kishan,West,Social Media,0,0.134030009
158,2291,616,Toys,will,East,Email,0,0.159387414
159,4581,1543,furniture,jack,North,Social Media,0,0.101143154
160,8554,283,furniture,kishan,East,Paid Ads,0,0.118240623
161,8280,1,school products,kishan,East,SEO,0,0.09185725
162,2636,1755,Clothing,will,North,Email,1,0.441693962
163,4696,464,school products,kishan,North,Social Media,0,0.114996418
164,1698,1254,Clothing,jack,East,SEO,0,0.260879551
165,5737,967,school products,jack,South,Email,0,0.085784252
166,1854,172,furniture,kishan,North,Email,0,0.101031991
167,9164,1111,Beauty,jack,South,SEO,0,0.125282325
168,6855,1577,Clothing,kishan,South,Paid Ads,0,0.386380896
169,8392,1147,Toys,jack,West,SEO,0,0.108110319
170,7528,843,Toys,kishan,South,Paid Ads,0,0.161958204
171,6249,1322,furniture,kishan,West,Social Media,0,0.099344397
172,6172,1909,school products,kishan,South,Social Media,0,0.105738608
173,2707,1953,school products,jack,West,SEO,0,0.091640662
174,6791,690,furniture,kishan,North,Paid Ads,0,0.14655587
175,6535,575,Toys,kishan,East,Social Media,0,0.108666012
176,5931,1508,Toys,will,East,Paid Ads,0,0.224635142
177,4510,165,school products,will,West,Paid Ads,0,0.212480128
178,1202,1723,Clothing,kishan,North,Paid Ads,0,0.408972798
179,5218,383,Beauty,will,West,SEO,0,0.212306634
180,9958,209,Clothing,kishan,West,Paid Ads,1,0.376801455
181,5389,1763,Toys,will,North,SEO,1,0.213760243
182,3327,1456,Clothing,jack,South,Social Media,1,0.292088081
183,9004,1413,Beauty,jack,South,Social Media,0,0.125628041
184,3931,1584,Clothing,kishan,North,Email,0,0.311707148
185,8777,224,Clothing,kishan,West,Email,1,0.283516755
186,1197,3,Clothing,jack,East,Social Media,0,0.261487591
187,8125,372,Clothing,jack,West,Paid Ads,0,0.350205361
188,2930,1711,furniture,will,South,Paid Ads,0,0.214442771
189,7287,1470,Toys,kishan,North,Social Media,0,0.135039558
190,9800,611,Beauty,jack,North,Social Media,0,0.136361708
191,5282,116,Toys,jack,North,Email,0,0.110237335
192,3511,1294,furniture,kishan,South,Paid Ads,0,0.13514534
193,1659,447,furniture,will,West,Social Media,0,0.161559502
194,3811,1392,furniture,will,North,Email,0,0.164111388
195,8098,1277,furniture,will,East,Email,0,0.132932644
196,7546,1341,Clothing,will,North,Paid Ads,0,0.547270125
197,2986,415,Toys,jack,West,Email,0,0.097681755
198,9338,1119,school products,kishan,South,Email,0,0.095242451
199,3911,1809,Beauty,kishan,East,SEO,0,0.121177311
200,2734,892,furniture,jack,East,Social Media,0,0.080771464
201,2843,1048,Toys,jack,North,Paid Ads,0,0.15917461
202,9680,1652,furniture,jack,West,Social Media,0,0.089519153
203,3976,663,furniture,kishan,North,SEO,0,0.111773922
204,2959,1874,furniture,kishan,East,Paid Ads,0,0.118240623
205,6759,1074,furniture,kishan,North,Social Media,0,0.112087138
206,7694,1526,furniture,will,West,Email,0,0.146429591
207,3385,718,Beauty,jack,South,Paid Ads,0,0.163494093
208,5736,1522,Toys,jack,East,SEO,0,0.097740952
209,2802,1359,furniture,jack,West,Email,0,0.080488111
210,9155,1103,furniture,kishan,North,SEO,0,0.111773922
211,9120,1606,furniture,jack,East,Email,0,0.072552601
212,7616,1051,furniture,jack,North,Social Media,0,0.101143154
213,6534,271,Clothing,will,North,Social Media,1,0.47051505
214,5061,562,Clothing,kishan,South,Social Media,0,0.316419754
215,1262,804,school products,jack,North,SEO,0,0.103508822
216,7287,247,furniture,kishan,North,Paid Ads,0,0.14655587
217,9815,1800,school products,kishan,West,Social Media,0,0.101960913
218,3049,1615,Beauty,kishan,North,SEO,0,0.150076118
219,6423,387,school products,will,South,Email,0,0.155331725
220,5548,702,Toys,kishan,North,Social Media,0,0.135039558
221,4108,559,Clothing,kishan,North,Email,0,0.311707148
222,8158,973,Clothing,kishan,North,Social Media,0,0.33716871
223,8400,1385,furniture,jack,East,Email,0,0.072552601
224,4170,1890,furniture,will,South,SEO,0,0.166696228
225,3255,984,Beauty,jack,East,Social Media,0,0.109762711
226,2154,1512,Beauty,will,South,SEO,0,0.219174884
227,5499,352,Toys,will,South,SEO,0,0.198333286
228,7295,1725,furniture,kishan,West,Email,1,0.089419494
229,7197,1952,furniture,kishan,East,Social Media,0,0.089731221
230,2648,1280,Beauty,jack,South,Paid Ads,0,0.163494093
231,6539,1246,Beauty,will,South,Paid Ads,0,0.276956974
232,5199,1908,Beauty,kishan,West,SEO,0,0.133664706
233,9445,753,Clothing,kishan,East,Email,0,0.26125142
234,3557,781,school products,kishan,North,Email,0,0.103687837
235,6592,1025,school products,kishan,West,Email,0,0.091801254
236,1098,546,furniture,jack,South,Social Media,0,0.092883554
237,3200,1470,Clothing,jack,East,Social Media,0,0.261487591
238,3961,79,Beauty,kishan,South,Email,0,0.125493725
239,5973,1260,furniture,kishan,West,Paid Ads,0,0.130470318
240,5433,334,Clothing,kishan,West,Paid Ads,1,0.376801455
241,3869,889,Toys,kishan,East,Social Media,0,0.108666012
242,1956,1373,Clothing,kishan,West,Email,1,0.283516755
243,9352,1122,furniture,will,West,Paid Ads,0,0.207683368
244,6699,1106,school products,will,North,Paid Ads,1,0.235933151
245,7944,502,Beauty,will,South,Social Media,0,0.219714616
246,5493,1991,Toys,will,North,Social Media,0,0.2142903
247,5911,1501,Clothing,kishan,North,Paid Ads,1,0.408972798
248,4987,1951,furniture,will,East,Email,1,0.132932644
249,7015,1728,furniture,will,West,Paid Ads,0,0.207683368
250,2218,765,Beauty,jack,South,Paid Ads,0,0.163494093
251,5496,921,furniture,will,South,Email,1,0.15157678
252,5735,550,furniture,will,South,Social Media,1,0.16713439
253,5555,14,Beauty,kishan,West,Email,0,0.121105825
254,9050,392,Toys,will,South,Email,0,0.180967503
255,4446,1371,school products,will,South,Email,0,0.155331725
256,2045,310,school products,kishan,West,Email,0,0.091801254
257,7893,386,Clothing,will,East,Social Media,1,0.409652787
258,2693,1233,Toys,kishan,South,Paid Ads,0,0.161958204
259,4436,1381,Clothing,will,West,SEO,0,0.436307613
260,9754,974,school products,jack,North,Social Media,0,0.103801585
261,6895,1625,Beauty,jack,West,Email,0,0.109389757
262,4354,1592,furniture,will,North,Paid Ads,0,0.230762079
263,1225,1118,school products,jack,West,Paid Ads,0,0.121011068
264,5893,1117,Toys,kishan,South,Email,0,0.112279409
265,8022,340,school products,will,East,Social Media,0,0.15056781
266,6600,597,Toys,kishan,East,Email,0,0.097911082
267,8996,1469,Toys,jack,South,Paid Ads,0,0.146950778
268,8683,757,Toys,kishan,North,Paid Ads,1,0.175174049
269,5642,1046,Clothing,jack,West,Social Media,0,0.283765322
270,8679,291,Beauty,jack,South,SEO,0,0.125282325
271,9208,1509,school products,jack,West,Email,0,0.08265357
272,8339,1808,Beauty,kishan,South,SEO,0,0.138435966
273,3205,306,furniture,jack,South,Paid Ads,0,0.122259992
274,2069,634,school products,will,West,SEO,0,0.165078746
275,4444,1152,Beauty,jack,East,Email,0,0.098911283
276,2060,625,Beauty,will,East,Email,0,0.177040241
277,3327,939,furniture,will,North,Paid Ads,1,0.230762079
278,4420,1297,Toys,will,West,Social Media,0,0.192446812
279,1301,848,school products,will,North,Social Media,0,0.185000278
280,1606,442,school products,kishan,South,Paid Ads,0,0.138559713
281,4170,503,furniture,will,North,Email,0,0.164111388
282,1699,130,Toys,jack,South,Social Media,0,0.1124014
283,6088,1156,school products,will,West,SEO,0,0.165078746
284,1190,597,school products,jack,West,Paid Ads,0,0.121011068
285,1980,1959,school products,kishan,West,SEO,0,0.101672753
286,3975,1506,Toys,will,West,Email,0,0.175028168
287,7102,862,furniture,jack,North,Social Media,0,0.101143154
288,2184,1414,school products,kishan,South,Email,0,0.095242451
289,4327,593,Beauty,kishan,East,SEO,0,0.121177311
290,4394,999,Toys,jack,West,Email,0,0.097681755
291,9319,325,Clothing,will,West,Email,0,0.408728695
292,2816,1093,furniture,kishan,South,Paid Ads,0,0.13514534
293,6854,1684,Beauty,jack,East,Paid Ads,0,0.14363227
294,7709,448,school products,will,West,Email,0,0.150079582
295,1569,1552,Clothing,kishan,East,Paid Ads,0,0.350797051
296,6442,819,furniture,jack,West,Email,0,0.080488111
297,2895,1641,Toys,kishan,North,SEO,0,0.134671931
298,3733,1189,Clothing,kishan,North,Paid Ads,1,0.408972798
299,4863,1512,Clothing,jack,East,Email,1,0.239674606
300,8455,1737,Beauty,kishan,South,Paid Ads,0,0.179834844
301,5014,709,furniture,jack,South,Email,0,0.083544242
302,2686,1450,Beauty,will,North,Paid Ads,0,0.296239627
303,4009,1721,Beauty,jack,South,Social Media,0,0.125628041
304,8806,1858,school products,will,South,Email,0,0.155331725
305,1154,265,Toys,kishan,South,Social Media,0,0.124394973
306,2409,1899,Clothing,jack,East,Email,1,0.239674606
307,1784,612,furniture,jack,East,Social Media,0,0.080771464
308,9096,1366,Toys,jack,South,Email,0,0.101318793
309,8560,832,Toys,jack,North,Paid Ads,0,0.15917461
310,8343,1750,furniture,will,South,Social Media,0,0.16713439
311,8206,1302,Toys,will,West,Paid Ads,1,0.244813981
312,6596,674,school products,kishan,North,Email,0,0.103687837
313,6801,1463,Toys,kishan,East,Paid Ads,1,0.142251237
314,3806,157,school products,kishan,West,Email,0,0.091801254
315,1537,1446,Clothing,kishan,South,Paid Ads,0,0.386380896
316,6986,251,Clothing,jack,South,Social Media,1,0.292088081
317,2841,878,Beauty,will,North,Email,1,0.215987213
318,9716,1633,school products,will,North,Paid Ads,1,0.235933151
319,7971,530,Clothing,will,South,Email,0,0.41857465
320,6625,327,Toys,will,South,Email,1,0.180967503
321,3950,961,furniture,kishan,North,Email,0,0.101031991
322,8992,895,furniture,jack,West,SEO,0,0.08926266
323,5780,97,school products,will,East,Email,0,0.136299925
324,3368,513,Beauty,jack,North,Paid Ads,1,0.176808825
325,7655,216,Toys,jack,West,SEO,0,0.108110319
326,9173,1156,school products,jack,South,Paid Ads,0,0.125396025
327,5495,1284,furniture,jack,East,SEO,0,0.080537819
328,7002,125,school products,will,West,Email,0,0.150079582
329,7614,1106,Toys,will,East,Social Media,0,0.17558079
330,6919,1307,Clothing,will,East,Social Media,1,0.409652787
331,1853,1707,Toys,kishan,East,Email,0,0.097911082
332,5146,59,Clothing,will,West,SEO,1,0.436307613
333,4769,1568,Clothing,kishan,West,Paid Ads,0,0.376801455
334,1574,161,Clothing,kishan,South,Social Media,1,0.316419754
335,2148,284,school products,kishan,East,Email,0,0.082850854
336,7293,106,furniture,will,North,Email,0,0.164111388
337,7457,1129,school products,will,North,SEO,1,0.184525656
338,8509,1463,furniture,will,North,Social Media,0,0.180681549
339,5777,228,Toys,kishan,West,Email,0,0.108296331
340,4854,1724,Beauty,kishan,South,Social Media,1,0.13881222
341,3491,1606,Toys,jack,West,Paid Ads,0,0.141934397
342,4124,318,school products,kishan,East,Email,0,0.082850854
343,6691,1488,school products,kishan,North,Email,0,0.103687837
344,4051,802,furniture,will,West,Paid Ads,0,0.207683368
345,1004,1623,school products,jack,North,Email,0,0.093477607
346,6222,1906,Clothing,jack,West,SEO,0,0.28312534
347,6315,874,school products,jack,North,Paid Ads,0,0.136112955
348,5869,472,furniture,will,East,SEO,0,0.146513533
349,1876,1080,furniture,jack,North,Paid Ads,0,0.132749583
350,8027,625,Clothing,jack,East,Paid Ads,0,0.325079001
351,5142,13,furniture,will,East,SEO,0,0.146513533
352,7966,1464,Beauty,jack,West,Paid Ads,0,0.158017592
353,8079,1042,Toys,kishan,West,Social Media,0,0.120040218
354,8987,694,school products,kishan,West,SEO,0,0.101672753
355,7799,973,Beauty,kishan,East,Paid Ads,0,0.158363707
356,5465,113,school products,kishan,South,SEO,0,0.105441025
357,1635,229,Beauty,kishan,South,Paid Ads,0,0.179834844
358,2693,171,school products,kishan,East,Paid Ads,0,0.121287803
359,5752,295,Clothing,kishan,East,Social Media,0,0.284293871
360,9311,189,furniture,kishan,West,Social Media,0,0.099344397
361,1830,426,furniture,kishan,West,Social Media,0,0.099344397
362,6177,977,Clothing,will,West,Paid Ads,1,0.513674966
363,9932,1103,Beauty,will,South,Social Media,1,0.219714616
364,9308,658,Toys,kishan,South,SEO,0,0.124052169
365,6949,919,Beauty,will,East,Paid Ads,0,0.247387721
366,3838,1206,furniture,will,South,SEO,0,0.166696228
367,2150,499,Toys,kishan,West,Social Media,0,0.120040218
368,8560,1822,school products,kishan,West,Paid Ads,0,0.13378485
369,2931,762,Toys,will,West,SEO,0,0.191957585
370,2664,866,Beauty,kishan,West,Email,0,0.121105825
371,2081,826,Clothing,kishan,West,SEO,1,0.307034216
372,1512,1732,school products,kishan,North,Paid Ads,1,0.150208456
373,8805,1859,Beauty,kishan,East,Email,0,0.10964323
374,6237,71,school products,will,East,Social Media,0,0.15056781
375,1559,248,Toys,jack,South,Social Media,0,0.1124014
376,4672,146,furniture,will,West,SEO,0,0.161133127
377,8404,1642,Beauty,jack,North,Social Media,0,0.136361708
378,4343,1799,Clothing,jack,West,SEO,0,0.28312534
379,5070,1320,Toys,jack,West,SEO,0,0.108110319
380,1580,582,Beauty,will,South,SEO,1,0.219174884
381,8004,470,Clothing,will,North,SEO,0,0.469730111
382,9130,1530,Beauty,will,North,Paid Ads,1,0.296239627
383,4147,193,Toys,will,East,Paid Ads,0,0.224635142
384,5249,1092,Beauty,will,West,Email,0,0.194013463
385,2679,494,school products,jack,North,Email,0,0.093477607
386,4506,1841,Toys,will,East,Social Media,0,0.17558079
387,8253,52,Beauty,jack,North,Paid Ads,1,0.176808825
388,3744,882,furniture,will,West,Email,0,0.146429591
389,6188,363,Beauty,will,East,Paid Ads,0,0.247387721
390,3141,1821,school products,kishan,North,Paid Ads,0,0.150208456
391,7617,917,Clothing,jack,South,Social Media,0,0.292088081
392,3479,474,Clothing,will,North,Social Media,1,0.47051505
393,7484,1870,Clothing,will,West,SEO,0,0.436307613
394,8421,521,furniture,will,South,Paid Ads,0,0.214442771
395,5452,1787,school products,kishan,North,SEO,0,0.114676122
396,6881,1455,Toys,jack,North,SEO,0,0.121825363
397,7665,1868,Clothing,will,East,SEO,0,0.408890973
398,3849,1322,school products,will,West,Paid Ads,0,0.212480128
399,8390,1459,Beauty,will,North,Paid Ads,1,0.296239627
400,7905,1720,furniture,kishan,North,SEO,0,0.111773922
401,3489,691,school products,will,North,Paid Ads,1,0.235933151
402,5611,1222,school products,jack,West,SEO,0,0.091640662
403,3839,1152,Toys,jack,South,Email,0,0.101318793
404,9527,532,school products,jack,West,Paid Ads,0,0.121011068
405,6878,1435,Toys,jack,East,Social Media,0,0.098019185
406,7303,1958,furniture,will,East,Social Media,0,0.146907997
407,1851,840,furniture,kishan,West,SEO,1,0.099062816
408,2687,1089,Beauty,kishan,North,Email,0,0.136217704
409,7833,1718,Toys,kishan,North,Paid Ads,0,0.175174049
410,3427,241,Toys,will,South,SEO,0,0.198333286
411,5000,1393,Clothing,kishan,West,Email,0,0.283516755
412,6052,536,Clothing,jack,West,Email,0,0.260750103
413,3738,1408,Beauty,will,North,Paid Ads,0,0.296239627
414,6732,1455,furniture,kishan,East,Social Media,0,0.089731221
415,6387,1991,Clothing,jack,East,Social Media,1,0.261487591
416,9002,83,school products,jack,South,Email,0,0.085784252
417,6536,982,furniture,will,South,Social Media,0,0.16713439
418,4913,1855,school products,will,East,Email,0,0.136299925
419,2066,1721,Toys,kishan,West,Email,0,0.108296331
420,8723,951,furniture,kishan,South,Email,0,0.092780532
421,5380,1852,Beauty,kishan,North,Social Media,0,0.150478482
422,5107,611,Toys,will,West,SEO,0,0.191957585
423,6726,574,Toys,kishan,North,Social Media,1,0.135039558
424,4373,286,school products,kishan,South,SEO,1,0.105441025
425,9945,989,Toys,jack,East,Social Media,0,0.098019185
426,3082,1558,Clothing,jack,South,Paid Ads,1,0.359498695
427,9967,459,furniture,jack,East,Paid Ads,0,0.106768069
428,7748,1236,Clothing,kishan,West,Social Media,0,0.307705045
429,1417,126,school products,will,South,Paid Ads,0,0.219352428
430,9306,1437,school products,jack,South,Paid Ads,0,0.125396025
431,9808,1523,furniture,will,South,Paid Ads,1,0.214442771
432,4974,425,Toys,kishan,West,Paid Ads,0,0.156523523
433,4267,554,Beauty,kishan,North,SEO,0,0.150076118
434,1825,610,school products,jack,North,Email,0,0.093477607
435,8668,1985,furniture,will,East,SEO,0,0.146513533
436,6745,1567,Beauty,jack,South,Email,0,0.113407936
437,1412,1182,Toys,kishan,North,Email,0,0.122031744
438,8543,112,school products,will,West,Social Media,1,0.165513501
439,8587,402,furniture,jack,South,Social Media,1,0.092883554
440,1728,1783,furniture,kishan,East,Social Media,0,0.089731221
441,8164,122,furniture,jack,North,Social Media,0,0.101143154
442,9867,273,school products,will,West,Social Media,0,0.165513501
443,6988,1318,Beauty,will,West,SEO,0,0.212306634
444,3504,398,furniture,will,East,SEO,0,0.146513533
445,3967,471,Toys,will,North,Paid Ads,1,0.270609569
446,3786,985,furniture,will,South,SEO,0,0.166696228
447,2122,1231,Beauty,jack,West,SEO,1,0.120900794
448,5079,1134,school products,jack,East,Social Media,0,0.082943858
449,2571,1464,furniture,jack,West,Paid Ads,0,0.117969907
450,6073,1302,furniture,jack,West,SEO,0,0.08926266
451,6104,1987,Toys,kishan,North,SEO,0,0.134671931
452,3143,1592,Toys,kishan,North,Paid Ads,1,0.175174049
453,7806,1911,furniture,jack,South,Email,0,0.083544242
454,8357,1939,furniture,kishan,West,Social Media,0,0.099344397
455,4440,569,Toys,kishan,East,SEO,0,0.108361188
456,4766,1964,Beauty,will,West,SEO,0,0.212306634
457,6644,1506,Clothing,jack,East,Paid Ads,0,0.325079001
458,3914,1827,Clothing,kishan,West,SEO,0,0.307034216
459,5968,1138,furniture,kishan,East,Social Media,0,0.089731221
460,6917,1917,Toys,jack,West,SEO,0,0.108110319
461,9787,897,school products,will,West,Email,1,0.150079582
462,1728,820,school products,jack,South,Social Media,0,0.095347919
463,2365,853,Clothing,will,North,Email,1,0.441693962
464,5492,1501,Beauty,kishan,North,Paid Ads,0,0.194171444
465,1698,710,Clothing,will,East,Social Media,0,0.409652787
466,8186,1957,furniture,will,West,SEO,0,0.161133127
467,1395,321,Beauty,jack,West,Social Media,0,0.121236096
468,8400,179,school products,kishan,North,Social Media,0,0.114996418
469,9082,897,Toys,jack,East,Social Media,0,0.098019185
470,5171,219,Toys,jack,South,Email,0,0.101318793
471,5360,789,furniture,kishan,South,Paid Ads,0,0.13514534
472,3502,1973,Clothing,jack,South,Social Media,0,0.292088081
